,route_id,stop_id,trip_headsign,stop_name,stop_lat,stop_lon,count_name,census_tract_detail,census_tract,CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractHUNV,TractSNAP
1038,14814,212503,Route 193- Clayton County Justice Center,OLD DIXIIE HWY @ 3961,33.64724,-84.391318,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1039,14814,212831,Route 193- Clayton County Justice Center,OLD DIXE HWY @ 4099,33.644463,-84.390635,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1040,14814,212497,Route 193- Clayton County Justice Center,OLD DIXIE HWY @ NORTH ST,33.642091,-84.391064,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1041,14814,212493,Route 193- Clayton County Justice Center,NORTH ST @ CHARLES W GRANT PKWY,33.640547,-84.392473,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1042,14814,212500,Route 193- Clayton County Justice Center,OLD DIXIE HWY @ BROWN DR,33.637635,-84.390745,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1043,14812,212500,Route 192- Clayton County Justice Center,OLD DIXIE HWY @ BROWN DR,33.637635,-84.390745,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1044,14814,212501,Route 193- Clayton County Justice Center,OLD DIXIE HWY @ 4453,33.632372,-84.389112,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1045,14812,212501,Route 192- Clayton County Justice Center,OLD DIXIE HWY @ 4453,33.632372,-84.389112,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1046,14814,212541,Route 193- Clayton County Justice Center,OLD DIXIE HWY @ LAKE MIRROR RD,33.62728,-84.385809,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1047,14812,212541,Route 192- Clayton County Justice Center,OLD DIXIE HWY @ LAKE MIRROR RD,33.62728,-84.385809,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1048,14814,212544,Route 193- Clayton County Justice Center,OLD DIXIE RD @ OLD DIXIE HWY,33.623529,-84.38421,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1049,14812,212544,Route 192- Clayton County Justice Center,OLD DIXIE RD @ OLD DIXIE HWY,33.623529,-84.38421,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1050,14814,212233,Route 193- Clayton County Justice Center,FOREST PKWY @ OLD DIXIE RD,33.620039,-84.381744,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1051,14814,212350,Route 193- Clayton County Justice Center,FOREST PKY @ GOVERNORS DR,33.620534,-84.375906,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1052,14814,212351,Route 193- Clayton County Justice Center,FOREST PKY @ GEORGIA AVE,33.621242,-84.373258,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1053,14814,212511,Route 193- Clayton County Justice Center,FOREST PKWY @ WEST ST,33.621638,-84.370068,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1054,14814,212234,Route 193- Clayton County Justice Center,FOREST PKWY @ LAKE DR,33.6198,-84.364172,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1055,14814,212352,Route 193- Clayton County Justice Center,FOREST PKY @ ASH ST,33.618928,-84.361406,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1056,14760,212352,,FOREST PKY @ ASH ST,33.618928,-84.361406,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1057,14814,212581,Route 193- Clayton County Justice Center,FOREST PKY @ MAPLE DR,33.618204,-84.358551,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1058,14760,212581,,FOREST PKY @ MAPLE DR,33.618204,-84.358551,Clayton,1.3063E+14,13063040308,13063040308,Georgia,Clayton,1,4520,1536,0,339,0.075,1,1,1,1,1,1,37,38346,1,1,1,1,1,0,0,1,840.1466514,4127.452343,840.1466514,420.4149775,2577.910367,420.4149775,4127.452343,0.913153173,2577.910367,0.570334152,259.3989139,0.168879501,387.7792495,0.252460449,840.1466514,0.185873153,420.4149775,0.093012163,47.06596743,0.030641906,82.56185324,0.053751207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,249,395
1059,14814,212353,Route 193- Clayton County Justice Center,FOREST PKWY @ BARTLETT DR,33.616036,-84.352673,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1060,14760,212353,,FOREST PKWY @ BARTLETT DR,33.616036,-84.352673,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1061,14814,212866,Route 193- Clayton County Justice Center,FOREST PKWY @ 1193,33.614795,-84.350422,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1062,14814,212597,Route 193- Clayton County Justice Center,JONESBORO RD @ FOREST PKY,33.613434,-84.349108,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1063,14814,212598,Route 193- Clayton County Justice Center,JONESBORO RD @ KENYON RD,33.607061,-84.343507,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1064,14814,212980,Route 193- Clayton County Justice Center,JONESBORO RD @ 5603,33.601967,-84.340077,Clayton,1.3063E+14,13063040407,13063040407,Georgia,Clayton,1,3622,1271,0,0,0,0,0,0,0,0,0,14.7,55060,1,1,1,1,1,0,0,0,1371.337385,2491.900276,1371.337385,608.5391317,1111.630059,608.5391317,2491.900276,0.687990137,1111.630059,0.306910563,90.35563017,0.071090189,130.4153783,0.10260848,1371.337385,0.378613303,608.5391317,0.168011908,49.56338121,0.038995579,73.03653208,0.057463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,121,173
1065,14814,212571,Route 193- Clayton County Justice Center,JONESBORO RD @ WESTWOOD WAY,33.595289,-84.337288,Clayton,1.3063E+14,13063040408,13063040408,Georgia,Clayton,1,7423,2581,0,707,0.0952445,0,1,0,1,1,1,21,34946,0,1,0,1,0,0,0,1,398.7714876,4592.450294,398.7714876,210.7877578,2278.398947,210.7877578,4592.450294,0.618678472,2278.398947,0.306937754,114.6726083,0.044429527,278.3731418,0.107854762,398.7714876,0.053721068,210.7877578,0.028396573,5.731309793,0.002220577,20.73519144,0.008033782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,231,480
1066,14814,212572,Route 193- Clayton County Justice Center,JONESBORO RD @ REYNOLDS RD,33.588762,-84.337992,Clayton,1.3063E+14,13063040408,13063040408,Georgia,Clayton,1,7423,2581,0,707,0.0952445,0,1,0,1,1,1,21,34946,0,1,0,1,0,0,0,1,398.7714876,4592.450294,398.7714876,210.7877578,2278.398947,210.7877578,4592.450294,0.618678472,2278.398947,0.306937754,114.6726083,0.044429527,278.3731418,0.107854762,398.7714876,0.053721068,210.7877578,0.028396573,5.731309793,0.002220577,20.73519144,0.008033782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,231,480
1067,14814,212573,Route 193- Clayton County Justice Center,JONESBORO RD @ MORROW RD,33.58425,-84.339184,Clayton,1.3063E+14,13063040408,13063040408,Georgia,Clayton,1,7423,2581,0,707,0.0952445,0,1,0,1,1,1,21,34946,0,1,0,1,0,0,0,1,398.7714876,4592.450294,398.7714876,210.7877578,2278.398947,210.7877578,4592.450294,0.618678472,2278.398947,0.306937754,114.6726083,0.044429527,278.3731418,0.107854762,398.7714876,0.053721068,210.7877578,0.028396573,5.731309793,0.002220577,20.73519144,0.008033782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,231,480
1068,14814,212574,Route 193- Clayton County Justice Center,JONESBORO RD @ JOHN ROBERT DR,33.580973,-84.340062,Clayton,1.3063E+14,13063040416,13063040416,Georgia,Clayton,1,3390,1032,0,1,0.000295,0,1,0,0,0,1,24.8,45244,0,1,0,1,0,0,0,0,0.062788419,2507.197205,0.062788419,0.033563785,1404.80144,0.033563785,2507.197205,0.739586196,1404.80144,0.414395705,56.75125546,0.054991527,203.4435587,0.197135231,0.062788419,1.85E-05,0.033563785,9.90E-06,0.001818848,1.76E-06,0.006247457,6.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,79,282
1069,14814,213206,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ S LEE ST,33.573264,-84.340853,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1070,14814,213200,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ 1533,33.573228,-84.338737,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1071,14814,213194,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ MT ZION RD,33.570865,-84.337837,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1072,14814,213187,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ BARTON RD,33.567275,-84.337413,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1073,14814,213180,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ INDIAN LAKE DR,33.563004,-84.337575,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1074,14814,213176,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ 7139,33.560022,-84.338052,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1075,14814,213173,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ APRIL LN,33.556566,-84.338648,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1076,14814,213171,Route 193- Clayton County Justice Center,SOUTHLAKE PKWY @ BATTLE CREEK RD,33.552949,-84.340013,Clayton,1.3063E+14,13063040412,13063040412,Georgia,Clayton,1,7227,2829,0,15,0.0020755,1,1,1,0,0,1,19.3,45434,1,1,1,1,1,0,0,0,2698.402902,6168.362241,2698.402902,1580.126432,3263.758882,1580.126432,6168.362241,0.853516292,3263.758882,0.451606321,66.02090784,0.023337189,529.055585,0.187011518,2698.402902,0.373378013,1580.126432,0.218642097,15.84626231,0.005601365,224.6766453,0.079419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,101,637
1077,14814,213170,Route 193- Clayton County Justice Center,BATTLE CREEK RD @ OLD MORROW RD,33.55327,-84.346303,Clayton,1.3063E+14,13063040417,13063040417,Georgia,Clayton,1,5132,1848,0,0,0,1,1,1,1,1,1,41.8,24864,1,1,1,1,1,0,0,1,2144.718883,4451.060192,2144.718883,1438.692834,3090.935925,1438.692834,4451.060192,0.867314924,3090.935925,0.602286813,202.4467249,0.109549094,412.6450827,0.223292794,2144.718883,0.417910928,1438.692834,0.280337653,77.52983229,0.041953372,220.565413,0.119353578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,250,453
1078,14814,212469,Route 193- Clayton County Justice Center,BATTLE CREEK RD @ BATTLECREEK VILLAGE DR,33.553206,-84.351182,Clayton,1.3063E+14,13063040611,13063040611,Georgia,Clayton,1,6671,2491,0,2,0.0002998,1,1,1,1,1,1,29.5,35250,1,1,1,1,1,0,0,1,3219.434867,5950.178812,3219.434867,1821.028072,3436.389648,1821.028072,5950.178812,0.891947056,3436.389648,0.515123617,354.5533096,0.142333725,652.535712,0.261957331,3219.434867,0.482601539,1821.028072,0.272976776,190.2179909,0.0763621,370.1481325,0.148594192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501,392,666
1079,14814,212470,Route 193- Clayton County Justice Center,BATTLE CREEK RD @ CHASE VILLAGE DR,33.55353,-84.355829,Clayton,1.3063E+14,13063040417,13063040417,Georgia,Clayton,1,5132,1848,0,0,0,1,1,1,1,1,1,41.8,24864,1,1,1,1,1,0,0,1,2144.718883,4451.060192,2144.718883,1438.692834,3090.935925,1438.692834,4451.060192,0.867314924,3090.935925,0.602286813,202.4467249,0.109549094,412.6450827,0.223292794,2144.718883,0.417910928,1438.692834,0.280337653,77.52983229,0.041953372,220.565413,0.119353578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,250,453
1080,14814,212471,Route 193- Clayton County Justice Center,BATTLE CREEK RD @ CHASE LAKE DR,33.553536,-84.358621,Clayton,1.3063E+14,13063040417,13063040417,Georgia,Clayton,1,5132,1848,0,0,0,1,1,1,1,1,1,41.8,24864,1,1,1,1,1,0,0,1,2144.718883,4451.060192,2144.718883,1438.692834,3090.935925,1438.692834,4451.060192,0.867314924,3090.935925,0.602286813,202.4467249,0.109549094,412.6450827,0.223292794,2144.718883,0.417910928,1438.692834,0.280337653,77.52983229,0.041953372,220.565413,0.119353578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,250,453
