,route_id,trip_headsign,stop_name
1229,14804,,FLAT SHOALS RD @ SHENFIELD LN
1230,14804,,FLAT SHOALS RD @ FELDWOOD RD
1231,14804,,BUFFINGTON RD @ FLAT SHOALS RD
1232,14804,,BUFFINGTON RD @ 6180
1233,14804,,BUFFINGTON RD @ BIRDSEYE TRL
1234,14804,,BUFFINGTON RD @ OLD BILL COOK RD
1235,14804,,BUFFINGTON RD @ SABLE CHASE LN
1236,14804,,BUFFINGTON RD @ SABLE RUN RD
1237,14804,,BUFFINGTON RD @ ESTES DR
1238,14804,,BUFFINGTON RD @ 5355
1239,14804,,BUFFINGTON RD @ NATURALLY FRESH BLVD
1240,14804,,BUFFINGTON RD @ BUFFINGTON CENTER
1241,14804,,BUFFINGTON RD @ OLD FAIRBURN RD
1242,14804,,ROOSEVELT HWY @ CAMPBELL DR
1243,14804,,ROOSEVELT HWY @ 3199
1244,14804,,WASHINGTON RD @ ROOSEVELT HWY
1245,14804,,WASHINGTON RD @ SPRING ST
1246,14804,,WASHINGTON RD @ HATHCOCK RD
1247,14804,,WASHINGTON RD @ 4626
1248,14804,,WASHINGTON RD @ 4510
1249,14804,,WASHINGTON RD @ N COMMERCE DR
1251,14804,,WASHINGTON RD @ CARMEL DR
1253,14804,,WASHINGTON RD @ CHESTNUT DR
1255,14804,,WASHINGTON RD @ JANICE DR
1257,14804,,WASHINGTON RD @ LAUREL RIDGE DR
1259,14804,,WASHINGTON RD @ LAKEMONT DR
1261,14844,,WASHINGTON RD @ LAKEMONT DR
1262,14804,,WASHINGTON RD @ SOUTHLAND CT
1264,14804,,WASHINGTON RD @ ARLINGTON RD
1266,14804,,WASHINGTON RD @ W POTOMAC DR
1268,14804,,WASHINGTON RD @ REDWINE RD
1270,14804,,WASHINGTON RD @ MT OLIVE RD
1272,14804,,WASHINGTON RD @ CHARLES DR
1273,14804,,WASHINGTON RD @ HERSCHEL RD
1274,14804,,WASHINGTON RD @ W RUGBY AVE
1275,14804,,WASHINGTON RD @ ABBEY RD
1276,14804,,WASHINGTON RD @ STONE RD
1278,14804,,WASHINGTON RD @ JACKSON DR
1280,14804,,WASHINGTON RD @ HARRIS DR
1282,14804,,WASHINGTON RD @ DOBBS WAY
1284,14804,,WASHINGTON RD @ DELOWE DR
1286,14804,,WASHINGTON RD @ CLOVERHURST DR
1288,14804,,WASHINGTON AVE @ EIGHTH ST
1290,14804,,WASHINGTON RD @ PEARL ST
1292,14804,,WASHINGTON RD @ SEMMES ST
1294,14804,,WASHINGTON RD @ PARK ST
1296,14804,,WASHINGTON AVE @ EAST POINT ST
1326,14768,,CLEVELAND AVE @ JONESBORO RD
1327,14768,,CLEVELAND AVE SE @ 445
1328,14768,,CLEVELAND AVE SE @ 365
1329,14768,,CLEVELAND AVE SE@FAIRLANE DR SE
1330,14768,,CLEVELAND AVE SE @ ALTAVIEW DR SE
1331,14768,,CLEVELAND AVE SE @ BROWNS MILL RD SE
1332,14768,,CLEVELAND AVE SW @ MACON DR SW
1333,14768,,CLEVELAND AVE SW @ OLD HAPEVILLE RD SW
1334,14768,,CLEVELAND AVE SW @ STEELE AVE SW
1335,14768,,CLEVELAND AVE SW @ BEELER DR SW
1336,14768,,CLEVELAND AVE SW @ THIRD AVE 
1337,14768,,CLEVELAND AVE SW @ DEARWOOD DR SW
1338,14768,,CLEVELAND AVE SW @ METROPOLITAN PKWY SW
1339,14768,,CLEVELAND AVE@650
1340,14768,,CLEVELAND AVE SW @ 757
1341,14768,,CLEVELAND AVE SW @ SPRINGDALE RD SW
1342,14768,,CLEVELAND AVE @ SYLVAN RD
1343,14768,,CLEVELAND AVE @ BLOUNT ST
1344,14768,,CLEVELAND AVE @ JEFFERSON TER
1345,14768,,CLEVELAND AVE @ WINBURN TERR
1346,14768,,CLEVELAND AVE @ BAYARD ST
1347,14768,,CLEVELAND AVE @ RANDALL ST
1348,14768,,IRENE KIDD PKWY @ CLEVELAND AVE
1349,14768,,IRENE KIDD PKWY @ GUS THORNHILL JR DR
1350,14768,,IRENE KIDD PKWY @ CENTRAL AVE
1352,14768,,CLEVELAND AVE SE @ 84
1354,14768,,CLEVELAND AVE SE @ BROWNS MILL RD SE
1356,14768,,JONESBORO RD SE @ 2491
1357,14760,,JONESBORO RD SE @ 2491
1358,14768,,JONESBORO RD SE @ CLEVELAND AVE SE
1359,14760,,JONESBORO RD SE @ CLEVELAND AVE SE
1360,14768,,IRENE KIDD PKWY @ CENTRAL AVE
1362,14768,,IRENE KIDD PKWY @ GUS THORNHILL JR DR
1363,14768,,IRENE KIDD PKWY @ HARRIS ST
1364,14768,,CLEVELAND AVE @ RANDALL ST
1365,14768,,CLEVELAND AVE @ BAYARD ST
1366,14768,,CLEVELAND AVE @ WINBURN TER
1367,14768,,CLEVELAND AVE @ JEFFERSON TER
1368,14768,,CLEVELAND AVE @ BLOUNT ST
1369,14768,,CLEVELAND AVE @ ELSINORE ST
1370,14768,,CLEVELAND AVE @ SPRINGDALE RD
1371,14768,,CLEVELAND AVE SW @ 786
1372,14768,,CLEVELAND AVE SW @ METROPOLITAN PKWY
1373,14768,,CLEVELAND AVE SW @ DEARWOOD DR SW
1374,14768,,CLEVELAND AVE SW @ 3RD AVE SW
1375,14768,,CLEVELAND AVE @ FORREST HILLS DR
1376,14768,,CLEVELAND AVE SW @ STEELE AVE SW
1377,14768,,CLEVELAND AVE SW @ OLD HAPEVILLE RD SW
1378,14768,,CLEVELAND AVE SW @ MACON DR SW
1379,14768,,BROWNS MILL RD SE @ CLEVELAND AVE SE
1380,14768,,BROWNS MILL RD SE @ LINDA LN SE
1381,14768,,BROWNS MILL RD SE @ LYDIA DR SE
1382,14768,,BROWNS MILL RD SE @ BROMACK DR SE
1383,14768,,MCWILLIAMS RD SE @ BROWNS MILL RD SE
1384,14768,,MCWILLIAMS RD SE @ CAREY DR SE
1385,14768,,MCWILLIAMS RD SE @ 660
1386,14768,,MCWILLIAMS RD SE @ JONESBORO RD SE
1463,14844,,N COMMERCE DR @ MARKETPLACE BLVD
1465,14844,,PRINCETON LAKES PKY @ REDWINE RD
1467,14844,,PRINCETON LAKES PKY @ CAR MIA DR
1469,14844,,PRINCETON LAKES PKY @ CAMP CREEK PKY
1491,14804,,RESURRECTION WAY @ LONDONDERRY WAY
1492,14804,,MALL BLVD @ OAKLEY RD
1493,14804,,OAKLEY RD @ SHANNON BLVD
1494,14804,,OAKLEY RD @ CREST WAY
1495,14804,,OAKLEY RD @ 6300
1512,14804,,OAKLEY RD @ 6295
1513,14804,,OAKLEY RD @ OAKLEY COMMONS BLVD
1514,14804,,OAKLEY RD @ SHANNON BLVD
1515,14804,,OAKLEY RD @ MALL BLVD
1516,14804,,RESURRECTION WAY @ LONDONDERRY WAY
1517,14762,,MARIETTA BLVD NW @ MOORES MILL RD NW
1518,14762,,BOLTON RD NW@MARIETTA BLVD NW
1519,14762,,BOLTON RD NW@BARNETT DR NW
1520,14762,,BOLTON RD NW@2356
1521,14762,,BOLTON RD NW @ MARIETTA RD NW
1522,14762,,BOLTON RD@COLLINS RD
1523,14762,,BOLTON RD@COLLINS DR
1524,14762,,BOLTON RD NW @ PAUL AVE NW
1525,14762,,HOLLYWOOD RD NW@BOLTON RD NW
1526,14762,,HOLLYWOOD RD@SPINK ST
1527,14762,,HOLLYWOOD RD NW@SPINK ST NW
1528,14762,,HOLLYWOOD RD NW@MAIN ST NW
1529,14762,,HOLLYWOOD RD NW@SMITH ST NW
1530,14762,,HOLLYWOOD RD @ BURTZ ST
1531,14746,,HOLLYWOOD RD @ BURTZ ST
1532,14762,,HOLLYWOOD RD NW@PERRY BLVD NW
1533,14746,,HOLLYWOOD RD NW@PERRY BLVD NW
1534,14762,,HOLLYWOOD RD NW @ BROWNTOWN RD NW
1535,14762,,HOLLYWOOD RD NW@1730
1536,14762,,HOLLYWOOD RD NW @ ARNO DR NW
1537,14762,,HOLLYWOOD RD@GUN CLUB RD
1538,14762,,HIGHTOWER RD@WEST AVE
1539,14762,,HIGHTOWER RD NW@ETHERIDGE DR NW
1540,14762,,HIGHTOWER RD @ SAINT JAMES AVE NW
1541,14762,,HIGHTOWER RD NW @ 7TH ST NW
1542,14762,,HIGHTOWER RD NW @ JAMES DR NW
1543,14762,,HIGHTOWER RD @ 954
1544,14762,,HIGHTOWER RD NW @ WHITING ST NW
1545,14762,,JAMES JACKSON PKWY @ HIGHTOWER RD
1546,14762,,HAMILTON E HOLMES DR NW @  DONALD L HOLLOWELL PKWY
1547,14762,,HAMILTON E HOLMES DR NW@WASHINGTON 
1548,14762,,HAMILTON E HOLMES DR NW@OLDKNOW DR
1549,14762,,HAMILTON E HOLMES DR @ BAKER RIDGE DR
1550,14762,,HAMILTON E HOLMES DR NW @ BAKER RD NW
1551,14762,,HAMILTON E HOLMES DR NW@RENFRO DR N
1552,14762,,HAMILTON E HOLMES DR NW@RYNE ST NW
1553,14762,,HAMILTON E HOLMES DR@SANTA BARBARA
1554,14762,,HAMILTON E HOLMES DR@SANTA BARBARA
1555,14762,,HAMILTON E HOLMES DR NW@COLLIER DR
1556,14762,,HAMILTON E HOLMES DR NW @ HIGHTOWER CT
1557,14758,,HAMILTON E HOLMES DR NW @ HIGHTOWER CT
1558,14762,,HAMILTON E HOLMES DR NW @ GODFREY DR
1559,14758,,HAMILTON E HOLMES DR NW @ GODFREY DR
1560,14762,,HAMILTON E HOLMES DR NW @ BURTON RD NW
1561,14758,,HAMILTON E HOLMES DR NW @ BURTON RD NW
1562,14762,,HAMILTON E HOLMES @ MARTIN L KING JR DR
1563,14758,,HAMILTON E HOLMES @ MARTIN L KING JR DR
1564,14762,,HAMILTON E HOLMES STATION - BUS LOOP
1565,14758,,HAMILTON E HOLMES STATION - BUS LOOP
1566,14766,,HAMILTON E HOLMES STATION - BUS LOOP
1567,14762,,HAMILTON E HOLMES @ MARTIN L KING JR DR
1568,14758,,HAMILTON E HOLMES @ MARTIN L KING JR DR
1569,14762,,HAMILTON E HOLMES DR NW @ BURTON RD NW
1570,14758,,HAMILTON E HOLMES DR NW @ BURTON RD NW
1571,14762,,HAMILTON E HOLMES DR @ HARVEL DR NW
1572,14758,,HAMILTON E HOLMES DR @ HARVEL DR NW
1573,14762,,HAMILTON E HOLMES DR NW @ HIGHTOWER CT
1574,14758,,HAMILTON E HOLMES DR NW @ HIGHTOWER CT
1575,14762,,HAMILTON E HOLMES DR NW @ JOSEPH E BOONE BLVD NW
1576,14758,,HAMILTON E HOLMES DR NW @ JOSEPH E BOONE BLVD NW
1577,14762,,HAMILTON E HOLMES DR@SANTA BARBARA
1578,14762,,HAMILTON E HOLMES DR NW@RYNE ST
1579,14762,,HAMILTON E HOLMES DR NW@RYNE ST NW
1580,14762,,HAMILTON E HOLMES DR@RENFRO DR
1581,14762,,HAMILTON E HOLMES DR NW @ BAKER RD NW
1582,14762,,HAMILTON E HOLMES DR NW @ BAKER RIDGE DR NW
1583,14762,,HAMILTON E HOLMES DR NW @ OLDKNOW DR
1584,14762,,HAMILTON E HOLMES DR NW @ WASHINGTON ST
1585,14762,,JAMES JACKSON PKY @ HIGHTOWER RD
1586,14762,,HIGHTOWER RD NW @ WHITING ST NW
1587,14762,,HIGHTOWER RD @ 954
1588,14762,,HIGHTOWER RD NW @ JAMES DR NW
1589,14762,,HIGHTOWER RD NW @ NORTHWEST DR NW
1590,14762,,HIGHTOWER RD NW @ SAINT JAMES AVE NW
1591,14762,,HIGHTOWER RD NW@ETHERIDGE DR NW
1592,14762,,HIGHTOWER RD NW@WEST AVE NW
1593,14762,,HIGHTOWER RD@HOLLYWOOD RD
1594,14762,,HOLLYWOOD RD@GUN CLUB RD
1595,14762,,HOLLYWOOD RD NW@ARNO DR NW
1596,14762,,HOLLYWOOD RD NW@1730
1597,14762,,HOLLYWOOD RD NW@BROWNTOWN RD NW
1598,14762,,HOLLYWOOD RD NW@PERRY BLVD NW
1599,14746,,HOLLYWOOD RD NW@PERRY BLVD NW
1600,14762,,HOLLYWOOD RD @ BURTZ ST
1601,14746,,HOLLYWOOD RD @ BURTZ ST
1602,14762,,HOLLYWOOD RD NW@FELKER WARD ST NW
1603,14762,,HOLLYWOOD RD NW@MAIN ST NW
1604,14762,,HOLLYWOOD RD NW@SPINK ST NW
1605,14762,,HOLLYWOOD RD NW@2081
1606,14762,,HOLLYWOOD RD NW@BOLTON RD 
1607,14762,,BOLTON RD NW@HOLLYWOOD RD 
1608,14762,,BOLTON RD @ PAUL AVE
1609,14762,,BOLTON RD NW@COLLINS RD NW
1610,14762,,BOLTON RD@MARIETTA RD
1611,14762,,BOLTON RD NW@2353
1612,14762,,BOLTON RD@BARNETT DR
1613,14762,,BOLTON RD NW @ MARIETTA BLVD NW
1614,14762,,BOLTON RD NW @ MOORES MILL RD 
1615,14762,,BOLTON RD NW @ CORONET WAY NW
1616,14762,,MARIETTA BLVD @ CORONET WAY
1617,14746,,ALABAMA ST @ BROAD ST (FIVE POINTS STATION)
1620,14746,,BOLTON RD @ PARROTT AVE
1621,14746,,PEYTON RD @ JAMES JACKSON PKWY
1622,14746,,PERRY BLVD @ MOORE ST
1623,14746,,PERRY BLVD NW @ 2245
1624,14746,,PERRY BLVD NW @ 2221
1625,14746,,PERRY BLVD NW @ 2250
1626,14746,,PERRY BLVD NW @ 2210
1627,14746,,PERRY BLVD NW @ MARY GEORGE AVE NW
1628,14746,,MARY GEORGE AVE NW @ ABNER PL NW
1629,14746,,ABNER TER NW @ MARY GEORGE AVE NW
1630,14746,,AJAX DR NW @ ABNER TER NW
1631,14746,,AJAX DR NW @ ADDISON PL 
1632,14746,,AJAX DR@2208
1633,14746,,AJAX DR NW@MCCALLIE BLVD NW
1634,14746,,MCCALLIE BLVD NW@ABNER PL NW
1635,14746,,MCCALLIE BLVD NW@PERRY BLVD NW
1636,14746,,PERRY BLVD NW @ ODESSA DR NW
1637,14746,,PERRY BLVD NW @ W HIGHLANDS BLVD NW
1638,14746,,PERRY BLVD NW @ HABERSHAL DR NW
1639,14746,,PERRY BLVD@1600
1640,14746,,PERRY BLVD NW @ JOHNSON RD NW
1641,14746,,MARIETTA ST NW@ROCKDALE ST NW
1642,14746,,MARIETTA ST NW@MARIETTA BLVD NW
1643,14746,,MARIETTA BLVD NW @ W MARIETTA ST NW
1644,14746,,MARIETTA BLVD NW @ 930
1645,14746,,MARIETTA BLVD NW @ 860
1646,14746,,MARIETTA BLVD NW @ RICE ST
1647,14746,,MARIETTA BLVD NW @ JEFFERSON ST NW
1648,14746,,MARIETTA BLVD @ DONALD L HOLLOWELL PKY
1649,14746,,BANKHEAD STATION
1652,14746,,DONALD L HOLLOWELL PKWY @ STIFF ST
1654,14746,,MARIETTA BLVD @ DONALD L HOLLOWELL PKWY
1655,14746,,MARIETTA BLVD NW @ JEFFERSON ST NW
1656,14746,,MARIETTA BLVD NW @ RICE ST NW
1657,14746,,MARIETTA BLVD NW @ 860
1658,14746,,MARIETTA BLVD NW @ 1079
1659,14746,,W MARIETTA ST NW @ RICE ST NW
1660,14746,,W MARIETTA ST NW @ LONGLEY AVE NW
1661,14746,,W MARIETTA ST NW @ HERNDON ST NW
1662,14746,,W MARIETTA ST NW @ JOSEPH E LOWERY BLVD NW
1663,14746,,W MARIETTA ST @ 887
1664,14746,,W MARIETTA ST @ 800
1665,14746,,W MARIETTA ST @ BRADY AVE
1666,14746,,MARIETTA ST@HOWELL MILL RD
1667,14746,,MARIETTA ST NW@HAMPTON ST NW
1668,14746,,MARIETTA ST NW@NORTHSIDE DR NW
1669,14746,,MARIETTA ST NW @ BOSS ST NW
1670,14746,,MARIETTA ST NW@BANKHEAD AVE NW
1671,14746,,MARIETTA ST NW@MEANS ST NW
1672,14746,,MARIETTA ST NW@WALLACE ST NW
1673,14746,,MARIETTA ST NW@584
1674,14746,,MARIETTA ST NW @ 491
1675,14746,,MARIETTA ST NW @ SIMPSON ST NW
1676,14746,,MARIETTA ST @ BAKER ST NW
1677,14746,,MARIETTA ST NW @ PARK AVE WEST
1678,14746,,MARIETTA ST @ CENTENNIAL OLYMPIC PARK DR
1679,14746,,MARIETTA ST NW @ FAIRLIE ST NW
1680,14746,,PERRY BLVD NW @ MCCALLIE BLVD NW
1681,14758,,NORTH AVE STATION
1682,14735,,NORTH AVE STATION
1683,14784,,NORTH AVE STATION
1686,14758,,NORTH AVE NW @ SPRING ST NW
1688,14758,,NORTH AVE NW @ TECHWOOD DR NW
1690,14758,,NORTH AVE NW @ FOWLER ST
1692,14758,,NORTH AVE @ CHERRY ST
1694,14758,,LUCKIE ST @ NORTH AVE
1695,14758,,LUCKIE ST NW @ MERRITTS AVE 
1696,14758,,LUCKIE ST @ HUNNICUTT ST
1697,14758,,LUCKIE ST @ IVAN ALLEN JR BLVD
1698,14758,,JOSEPH E BOONE BLVD @ EDWARDS ST NW
1699,14758,,JOSEPH E BOONE BLVD @ MAPLE ST NW
1700,14758,,JOSEPH E BOONE BLVD @ VINE ST NW
1701,14758,,JOSEPH E BOONE BLVD @ ELM ST NW
1702,14758,,JOSEPH E BOONE BLVD @ GRIFFIN ST NW
1703,14758,,JOSEPH E BOONE BLVD @ JAMES P BRAWLEY DR NW
1704,14758,,JOSEPH E BOONE BLVD @ ANDREW J HAIRSTON BLVD
1705,14758,,JOSEPH E BOONE BLVD @ SCIPLE TER NW
1706,14758,,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD
1707,14758,,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD
1708,14758,,JOSEPH E BOONE BLVD @ CAIRO ST NW
1709,14758,,JOSEPH E BOONE BLVD @ FLOWERS PL 
1710,14758,,JOSEPH E BOONE BLVD @ ARCHER WAY NW
1711,14758,,JOSEPH E BOONE BLVD @ 1143
1712,14758,,JOSEPH E BOONE BLVD @ TROY ST NW
1713,14758,,JOSEPH E BOONE BLVD @ MAYSON TURNER RD NW
1714,14758,,JOSEPH E BOONE BLVD @ CHAPPELL RD NW
1715,14758,,JOSEPH E BOONE BLVD NW @ WOODLAWN AVE NW
1716,14758,,JOSEPH E BOONE BLVD @ HOLLY RD/ST
1717,14758,,JOSEPH E BOONE BLVD @ W LAKE AVE NW
1718,14758,,JOSEPH E BOONE BLVD @ SIMPSON TER NW
1719,14758,,JOSEPH E BOONE BLVD @ DIXIE HILLS CIR NW
1720,14758,,JOSEPH E BOONE BLVD @ ANDERSON AVE NW
1721,14758,,JOSEPH E BOONE BLVD @ 2015
1722,14758,,JOSEPH E BOONE BLVD @ SPELLMAN ST NW
1723,14758,,JOSEPH E BOONE BLVD NW @ NEW JERSEY AVE NW
1724,14758,,JOSEPH E BOONE BLVD NW @ 2125
1725,14758,,JOSEPH E BOONE BLVD @ 2275
1726,14758,,JOSEPH E BOONE BLVD @ SEWANEE AVE
1727,14758,,JOSEPH E BOONE BLVD NW @  HAMILTON E HOLMES DR NW
1728,14758,,CENTENNIAL OLYMPIC PARK DR@NORTH AVE
1729,14758,,CENTENNIAL OLYMPIC PARK DR @ MERRITSS AVE
1730,14758,,CENTENNIAL OLYMPIC PARK DR @ HUNNICUTT ST
1731,14758,,CENTENNIAL OLYMPIC PARK DR @ MILLS ST
1732,14758,,IVAN ALLEN JR BLVD NW @ LOVEJOY ST
1733,14758,,IVAN ALLEN JR BLVD NW @ LUCKIE ST
1734,14758,,JOSEPH E BOONE BLVD @ SEWANEE AVE
1735,14758,,JOSEPH E BOONE BLVD @ 2275
1736,14758,,JOSEPH E BOONE BLVD NW @ 2150
1737,14758,,JOSEPH E BOONE BLVD @ AURORA AVE NW
1738,14758,,JOSEPH E BOONE BLVD @ SPELLMAN ST NW
1739,14758,,JOSEPH E BOONE BLVD @ ANDERSON AVE NW
1740,14758,,JOSEPH E BOONE BLVD @ DIXIE HILLS CIR NW
1741,14758,,JOSEPH E BOONE BLVD NW @ SIMPSON TER NW
1742,14758,,JOSEPH E BOONE BLVD @ W LAKE AVE NW
1743,14758,,JOSEPH E BOONE BLVD NW @ W LAKE DR NW
1744,14758,,JOSEPH E BOONE BLVD NW @ HOLLY RD NW
1745,14758,,JOSEPH E BOONE BLVD @ WOODLAWN AVE
1746,14758,,JOSEPH E BOONE BLVD @ CHAPPELL RD
1747,14758,,JOSEPH E BOONE BLVD @ BURBANK DR NW
1748,14758,,JOSEPH E BOONE BLVD NW @ TROY ST NW
1749,14758,,JOSEPH E BOONE BLVD @ MAYSON TURNER
1750,14758,,JOSEPH E BOONE BLVD @ ARCHER WAY NW
1751,14758,,JOSEPH E BOONE BLVD @ TEMPLE ST NW
1752,14758,,JOSEPH E BOONE BLVD @ CAIRO ST NW
1753,14758,,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD
1754,14758,,JOSEPH E BOONE BLVD @ SCIPLE TER NW
1755,14758,,JOSEPH E BOONE BLVD @ JAMES P BRAWLEY
1756,14758,,JOSEPH E BOONE BLVD @ GRIFFIN ST NW
1757,14758,,JOSEPH E BOONE BLVD @ SUNSET AVE NW
1758,14758,,JOSEPH E BOONE BLVD @ VINE ST NW
1759,14758,,JOSEPH E BOONE BLVD @ MAPLE ST NW
1760,14758,,JOSEPH E BOONE BLVD @ NORTHSIDE DR
1761,14758,,IVAN ALLEN JR BLVD @ MARIETTA ST
1762,14758,,IVAN ALLEN JR BLVD NW @ LUCKIE ST
1763,14758,,CENTENNIAL OLYMPIC PARK DR @ MILLS ST
1764,14758,,CENTENNIAL OLYMPIC PARK DR @ HUNNICUTT ST
1765,14758,,CENTENNIAL OLYMPIC PARK DR @ PINE ST NW
1766,14758,,CENTENNIAL OLYMPIC PARK DR @ NORTH AVE NW
1767,14758,,LUCKIE ST @ MILLS ST
1768,14758,,LUCKIE ST @ HUNNICUTT ST
1769,14758,,LUCKIE ST NW @ MERRITTS AVE
1770,14758,,LUCKIE ST @ NORTH AVE
1771,14758,,NORTH AVE NW@FOWLER ST 
1773,14758,,NORTH AVE @ CENTENNIAL OLYMPIC PARK DR
1775,14766,,MARTIN L KING JR DR SW @ 2500
1776,14766,,MARTIN L KING JR DR SW @ WESTLAND BLVD NW
1777,14766,,MARTIN L KING JR DR SW @ PEYTON PL SW 
1778,14766,,MARTIN L KING JR DR SW @ 2800
1779,14766,,MARTIN L KING J DR SW @ LINKWOOD RD NW
1780,14766,,MARTIN LUTHER KING J DR@2950
1781,14766,,MARTIN L KING JR DR SW @ 3050
1782,14766,,MARTIN L KING JR DR SW @ LYNHURST DR SW
1783,14766,,MARTIN L KING JR DR SW @ MIDDLETON RD NW
1784,14766,,MARTIN L KING JR DR @ HARWELL RD
1785,14766,,MARTIN L KING JR DR SW @ 3285
1786,14766,,MARTIN L KING JR DR SW @ TREADWELL CIR SW
1787,14766,,MARTIN L KING JR DR SW @ BROWNLEE RD SW
1788,14766,,MARTIN L KING JR DR SW @ HOWELL DR SW
1789,14766,,MARTIN L KING JR DR SW @ FAIRBURN RD NW
1790,14766,,MARTIN L KING JR DR SW @ ADAMSVILLE DR SW
1791,14766,,MARTIN L KING JR DR SW @ ADAMSVILLE PLACE PKY
1792,14766,,MARTIN L KING JR DR SW @ BOLTON RD NW
1793,14766,,MARTIN L KING JR DR SW @ OLD GORDON RD
1794,14766,,MARTIN LUTHER KING JR DR @ WENDELL DR
1795,14766,,FULTON INDUSTRIAL BLVD @ MARTIN L KING JR DR
1796,14766,,FULTON INDUSTRIAL BLVD @ WENDELL DR
1797,14766,,FULTON INDUSTRIAL BLVD@SHIRLEY DR
1798,14766,,FULTON INDUSTRIAL BLVD@FREDERICK DR
1799,14766,,FULTON INDUSTRIAL BLVD@PATTON DR
1800,14766,,FULTON INDUSTRIAL BLVD @ MARVIN MILLER DR
1801,14766,,FULTON INDUSTRIAL BLVD @ ROBINSON DR
1802,14766,,FULTON INDUSTRIAL BLVD @ WHARTON DR
1803,14766,,FULTON INDUSTRIAL BLVD @ BAKERS FERRY RD
1804,14766,,FULTON INDUSTRIAL BLVD@PHILLIP LEE
1805,14766,,FULTON INDUSTRIAL BLVD @ GREAT SOUTHWEST PKY
1806,14766,,FULTON INDUSTRIAL BLVD@WESTGATE DR
1807,14766,,FULTON INDUSTRIAL BLVD@BUCKNELL DR
1808,14766,,FULTON INDUSTRIAL BLVD @ VILLANOVA DR
1809,14766,,FULTON INDUSTRIAL BLVD @ GREAT SOUTHWEST PKY
1810,14766,,FULTON INDUSTRIAL BLVD SW @ BAKERS FERRY RD SW
1811,14766,,FULTON INDUSTRIAL BLVD SW @ LAKEVIEW CT SW
1812,14766,,FULTON INDUSTRIAL BLVD SW @ BOAT ROCK RD
1813,14766,,FULTON INDUSTRIAL BLVD@PLUMMER RD
1814,14766,,FULTON INDUSTRIAL BLVD@6095
1815,14766,,FULTON INDUSTRIAL BLVD@RIVERSIDE D
1816,14766,,FULTON IND BLVD @ TRADEWATER PKY
1817,14766,,LAGRANGE BLVD@DUQUESNE DR
1818,14766,,LAGRANGE BLVD@6070
1819,14766,,LAGRANGE BLVD@6040
1820,14766,,LAGRANGE BLVD@EMMANUEL DR
1821,14766,,LAGRANGE BLVD@XAVIER DR
1822,14766,,LAGRANGE BLVD @ BOAT ROCK BLVD
1823,14766,,WESTPARK DR SW @ BOULDER RIDGE DR SW
1824,14766,,S WESTPARK DR @ 4125
1825,14766,,S WESTPARK DR @ GWALTNEY DR
1826,14766,,WESTPARK DR @ 4175
1827,14766,,WEST PARK PL @ WESTPARK DR
1828,14766,,FULTON INDUSTRIAL BLVD @ BUCKNELL DR
1829,14766,,FULTON INDUSTRIAL BLVD @ WESTGATE DR
1830,14766,,FULTON INDUSTRIAL BLVD @ GREAT SOUTHWEST PKWY
1831,14766,,FULTON INDUSTRIAL BLVD @ SELIG DR
1832,14766,,FULTON INDUSTRIAL BLVD @ BAKERS FERRY RD (E)
1833,14766,,FULTON INDUSTRIAL BLVD @ JAMES ALDREDGE BLVD
1834,14766,,FULTON INDUSTRIAL BLVD @ MENDEL DR
1835,14766,,FULTON INDUSTRIAL BLVD @ ROBINSON DR
1836,14766,,FULTON INDUSTRIAL BLVD @ MARVIN MILLER DR
1837,14766,,FULTON INDUSTRIAL BLVD @ PATTON DR
1838,14766,,FULTON INDUSTRIAL BLVD@COMMERCE DR
1839,14766,,FULTON INDUSTRIAL BLVD@COMMERCE DR
1840,14766,,FULTON INDUSTRIAL BLVD @ SHIRLEY DR
1841,14766,,FULTON INDUSTRIAL BLVD @ WENDELL DR
1842,14766,,FULTIN IND BLVD SW @ INTERCHANGE DR SW
1843,14766,,MARTIN L KING JR DR @ FULTON INDUSTRIAL BLVD
1844,14766,,MARTIN L KING JR DR SW @ WENDELL DR SW
1845,14766,,MARTIN L KING JR DR SW @ OLD GORDON RD SW
1846,14766,,MARTIN L KING JR DR SW @ BOLTON RD NW
1847,14766,,MARTIN L KING JR DR SW @ 3724
1848,14766,,MARTIN L KING JR DR SW @ ADAMSVILLE PLACE PKWY  SW
1849,14766,,MARTIN L KING JR DR SW @ ADAMSVILLE DR SW
1850,14766,,MARTIN L KING JR DR SW @ FAIRBURN RD SW
1851,14766,,MARTIN L KING JR DR SW @ HOWELL DR SW
1852,14766,,MARTIN L KING JR DR SW @ BROWNLEE RD SW
1853,14766,,MARTIN L KING JR DR SW @ TREADWELL CIR SW
1854,14766,,MARTIN L KING JR DR @ HARWELL RD
1855,14766,,MARTIN L KING JR DR SW @ MIDDLETON RD NW
1856,14766,,MARTIN L KING JR DR SW @ LYNHURST DR SW
1857,14766,,MARTIN L KING JR DR SW @ 3050
1858,14766,,MARTIN L KING JR DR SW @ 2950
1859,14766,,MARTIN L KING JR DR SW @ LINKWOOD RD NW
1860,14766,,MARTIN LUTHER KING J DR SW @ 2800
1861,14766,,MARTIN LUTHER KING J DR SW@PEYTON P
